Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Years,Item_Type_Combined,Item_Visibility_MeanRatio,Outlet
DRL60,8.52,0,0.027101431,151.7682,OUT049,1,0,1,2439.4912,14,0,0.8760887769979656,9
FDV10,7.645,2,0.067083367,44.0112,OUT017,2,1,1,596.5568,6,1,1.0664338758998024,2
FDV09,12.1,0,0.020652362,149.5734,OUT018,1,2,2,2227.101,4,1,0.878292062332212,3
FDQ39,14.8,0,0.081042136,192.4846,OUT046,2,0,1,5159.2842,16,1,1.0366184249310293,8
DRE49,20.75,0,0.021336565,153.6024,OUT018,1,2,2,1366.2216,4,0,1.1756880115802422,3
FDR45,10.8,0,0.029001987,238.6222,OUT045,2,1,1,8604.7992,11,1,1.038241139375115,7
DRJ23,18.35,0,0.069745165,190.2872,OUT010,2,2,0,378.1744,15,0,1.7342856226681944,0
FDQ26,13.5,2,0.068148886,58.6562,OUT018,1,2,2,711.0744,4,1,1.0411273993502852,3
NCA06,20.5,1,0.144094079,34.819,OUT017,2,1,1,1061.951,6,2,1.148767682126381,2
FDT24,12.35,2,0.186616421,78.6328,OUT018,1,2,2,1004.0264,4,1,1.1757169579994406,3
DRG27,8.895,0,0.105323859,39.1138,OUT045,2,1,1,609.207,11,0,1.03015747229928,7
FDR02,16.7,0,0.022110425,110.8886,OUT045,2,1,1,3558.0352,11,1,0.8765027481579148,7
DRG37,16.2,0,0.019374768,155.8972,OUT035,2,1,1,2025.3636,9,0,0.9579524777694269,6
FDJ07,7.26,0,0.014482278,118.115,OUT018,1,2,2,1864.24,4,1,1.0411273930042035,3
FDP32,6.65,0,0.087805788,126.7678,OUT049,1,0,1,1907.517,14,1,1.0382300845337242,9
FDV59,13.35,0,0.048027043,218.9166,OUT046,2,0,1,5660.6316,16,1,1.0372044808351015,8
FDP60,17.35,0,0.055908268,99.8016,OUT035,2,1,1,607.2096,9,1,1.3312438435729073,6
FDE32,20.7,0,0.048522793,39.6506,OUT027,1,2,3,1024.6662,28,1,0.9942317159226518,5
FDK26,5.46,2,0.032359413,187.424,OUT017,2,1,1,3169.208,6,1,0.9635532354953724,2
FDW28,18.25,0,0.088807455,197.3452,OUT035,2,1,1,2740.4328,9,1,1.03652175575931,6
FDP56,8.185,0,0.046556408,47.7692,OUT049,1,0,1,640.4996,14,1,0.9237238279109415,9
FDT25,7.5,0,0.050750977,122.2072,OUT046,2,0,1,1960.1152,16,1,0.8747287966348545,8
FDQ12,12.65,0,0.035404052,230.601,OUT035,2,1,1,2067.309,9,1,0.8745633905422124,6
FDR60,14.3,0,0.130390458,77.2328,OUT035,2,1,1,231.6984,9,1,0.9988808364379186,6
FDZ10,17.85,0,0.074422769,128.002,OUT010,2,2,0,253.004,15,1,1.6047757046705349,0
FDM13,6.425,0,0.105742544,130.5626,OUT010,2,2,0,131.1626,15,1,1.556014387942267,0
FDF26,6.825,2,0.046729336,153.4998,OUT045,2,1,1,2153.1972,11,1,0.931517931466656,7
FDN02,16.5,0,0.073470234,205.3638,OUT027,1,2,3,5383.6588,28,1,0.9251308171774817,5
NCI30,20.25,1,0.058886477,245.546,OUT013,0,2,1,1724.422,26,2,0.874000861443275,1
NCJ31,19.2,1,0.18293775,243.0196,OUT049,1,0,1,3615.294,14,2,0.9310779324031189,9
NCQ54,17.7,1,0.020993364,166.8474,OUT010,2,2,0,168.4474,15,2,1.7355638391696289,0
FDB02,9.695,2,0.029223424,175.437,OUT045,2,1,1,2999.429,11,1,1.0010958994326526,7
FDC02,21.35,0,0.068489201,259.3278,OUT027,1,2,3,4165.2448,28,1,0.9251308146120318,5
FDA11,7.75,0,0.043326511,95.6436,OUT045,2,1,1,1134.5232,11,1,0.9152498649690453,7
DRI23,18.85,0,0.136532569,159.6578,OUT027,1,2,3,2888.2404,28,0,1.1360831745349347,5
FDE04,19.75,2,0.018051091,179.866,OUT049,1,0,1,2696.49,14,1,1.0383296234812924,9
FDW38,5.325,2,0.23212188,55.5298,OUT010,2,2,0,53.9298,15,1,2.1787779352124717,0
FDG46,8.63,2,0.057620562,115.4518,OUT019,2,0,0,113.8518,28,1,1.5315372078537874,4
NCJ05,18.7,1,0.045865089,152.3682,OUT027,1,2,3,2287.023,28,2,0.9942317194837603,5
FDU01,20.25,2,0.021002171,185.1924,OUT019,2,0,0,555.2772,28,1,2.333498702443413,4
FDY11,6.71,2,0.029727657,66.6142,OUT017,2,1,1,1120.5414,6,1,1.0047208916199797,2
FDX60,14.35,0,0.080527065,79.296,OUT013,0,2,1,719.064,26,1,0.9982383559229484,1
NCN29,15.2,1,0.010004942777777777,47.8034,OUT049,1,0,1,437.4306,14,2,1.0,9
FDT07,5.82,2,0.075229446,256.633,OUT049,1,0,1,2050.664,14,1,1.0,9
FDI21,5.59,2,0.056833394,61.9168,OUT018,1,2,2,1214.4192,4,1,0.9334195297446187,3
FDI41,18.5,2,0.062256921,148.0418,OUT046,2,0,1,2059.9852,16,1,0.9587647932453988,8
FDE10,6.67,2,0.089512542,133.1626,OUT027,1,2,3,3672.5528,28,1,1.0318822409603257,5
FDQ28,14.0,2,0.060427062,153.5656,OUT046,2,0,1,3089.312,16,1,0.9589528635865964,8
FDY32,7.605,0,0.216323008,165.021,OUT010,2,2,0,815.605,15,1,1.4641166661731408,0
NCK05,20.1,1,0.135612397,61.1536,OUT019,2,0,0,61.2536,28,2,1.9994494379372885,4
FDH12,9.6,0,0.085125951,107.128,OUT045,2,1,1,1278.336,11,1,0.876502769605062,7
FDJ27,17.7,2,0.122565413,103.8674,OUT017,2,1,1,1528.011,6,1,1.0047208914298997,2
DRL35,15.7,0,0.023892116555555554,43.377,OUT010,2,2,0,129.831,15,0,1.0,0
NCY29,13.65,1,0.077670981,55.093,OUT017,2,1,1,1301.639,6,2,0.8796766178803596,2
FDC21,14.6,2,0.043201813,110.1254,OUT017,2,1,1,1844.9318,6,1,0.8796766182193019,2
FDM33,15.6,0,0.088215871,220.1798,OUT017,2,1,1,5068.7354,6,1,1.0338877176221752,2
DRJ39,20.25,0,0.036295834,217.5482,OUT013,0,2,1,1095.241,26,0,0.9288589842278987,1
FDB22,8.02,0,0.186528819,151.9998,OUT010,2,2,0,307.5996,15,1,1.736067667822217,0
FDC32,18.35,0,0.099026525,93.8462,OUT013,0,2,1,1295.6468,26,1,0.8740008622789281,1
FDD02,16.6,0,0.0423816885,118.8124,OUT046,2,0,1,2607.2728,16,1,1.0,8
FDL28,10.0,2,0.063162608,228.6668,OUT035,2,1,1,3455.502,9,1,1.1414264069462579,6
FDL39,16.1,2,0.063429818,179.4318,OUT049,1,0,1,2345.6134,14,1,0.8760887606011463,9
FDV37,13.0,2,0.139785104,196.2426,OUT010,2,2,0,197.7426,15,1,1.5560143891827767,0
FDA28,16.1,2,0.04807227,126.5362,OUT017,2,1,1,1761.7068,6,1,0.9639236148403516,2
FDL04,19.0,0,0.112097433,105.5622,OUT049,1,0,1,1905.5196,14,1,0.9237238295968866,9
FDR10,17.6,0,0.010037996,163.5552,OUT035,2,1,1,3086.6488,9,1,0.9294568684494854,6
FDA39,6.32,0,0.012789884,39.1822,OUT017,2,1,1,1060.6194,6,1,1.1583991105153117,2
FDR15,9.3,2,0.033431669,153.1314,OUT035,2,1,1,4653.942,9,1,0.8745634032777868,6
FDQ40,11.1,2,0.03623131,175.0712,OUT017,2,1,1,3339.6528,6,1,0.8796766071231306,2
DRG23,8.88,0,0.086360962,151.2682,OUT027,1,2,3,2439.4912,28,0,1.032181772786869,5
FDU36,6.15,0,0.046232445,99.4384,OUT013,0,2,1,1379.5376,26,1,1.0261718405336988,1
FDF47,20.85,0,0.097618234,223.9746,OUT046,2,0,1,897.4984,16,1,0.9990697529779526,8
FDH14,17.1,2,0.046808553,141.4838,OUT046,2,0,1,1404.838,16,1,0.8747287857495686,8
FDO45,13.15,2,0.03810738,86.3856,OUT018,1,2,2,615.1992,4,1,0.933419529867135,3
FDK60,16.5,2,0.093846532,95.7068,OUT035,2,1,1,1069.2748,9,1,1.141426410713407,6
FDS43,11.65,0,0.040744057,185.924,OUT017,2,1,1,4101.328,6,1,1.1487676765580674,2
FDN44,13.15,0,0.022831052,160.292,OUT049,1,0,1,4793.76,14,1,1.0006230322541814,9
FDS34,19.35,2,0.076878416,113.9518,OUT049,1,0,1,1138.518,14,1,1.0006230399438454,9
FDU20,19.35,2,0.021501067,122.2098,OUT045,2,1,1,2771.7254,11,1,0.8765027602372348,7
FDP44,16.5,2,0.07964724,101.4332,OUT013,0,2,1,1948.1308,26,1,0.9288589857300636,1
FDC02,21.35,0,0.068809463,258.5278,OUT035,2,1,1,5206.556,9,1,0.9294568140487792,6
FDT56,16.0,2,0.115570552,57.5246,OUT035,2,1,1,173.7738,9,1,0.8745633901989965,6
NCA06,20.5,1,0.143164371,34.919,OUT013,0,2,1,73.238,26,2,1.1413557293825465,1
FDE04,19.75,2,0.018008071,180.466,OUT013,0,2,1,3415.554,26,1,1.035855039512813,1
NCX06,17.6,1,0.015775777,179.1976,OUT017,2,1,1,3803.0496,6,2,0.8796766156881212,2
FDX49,4.615,2,0.102407778,234.33,OUT017,2,1,1,3961.51,6,1,1.0051717190935496,2
DRM59,5.88,0,0.003606726,154.1998,OUT018,1,2,2,1384.1982,4,0,0.9260470057264767,3
FDJ34,11.8,2,0.093801337,126.0704,OUT049,1,0,1,1251.704,14,1,1.000623032304154,9
FDP60,17.35,0,0.04199701525,101.9016,OUT013,0,2,1,1821.6288,26,1,1.0,1
FDI07,12.35,2,0.033760862,196.9426,OUT046,2,0,1,5141.3076,16,1,1.0274967184451285,8
FDV07,9.5,0,0.031131455,111.0228,OUT027,1,2,3,3205.1612,28,1,1.3264803069889297,5
FDH41,9.0,0,0.082177842,214.1534,OUT045,2,1,1,1720.4272,11,1,0.9606655967164527,7
NCB31,6.235,1,0.118858866,263.291,OUT049,1,0,1,3418.883,14,2,0.9237238324452498,9
FDW34,9.6,0,0.0371172351,244.817,OUT035,2,1,1,4374.306,9,1,1.0,6
FDX45,16.75,0,0.105448901,156.163,OUT017,2,1,1,782.315,6,1,1.0334068421503744,2
FDH14,17.1,2,0.046881328,141.3838,OUT049,1,0,1,1685.8056,14,1,0.876088759158337,9
FDF26,6.825,2,0.078057026,154.5998,OUT010,2,2,0,153.7998,15,1,1.556014393098994,0
FDU24,6.78,2,0.140955857,92.212,OUT017,2,1,1,4101.328,6,1,1.1667153278315632,2
FDX11,16.0,2,0.107186944,181.9634,OUT018,1,2,2,3453.5046,4,1,1.0031395388831053,3
FDF35,15.0,0,0.153960209,105.9938,OUT035,2,1,1,1179.1318,9,1,0.9988808353771301,6
NCC43,7.39,1,0.093160853,251.3066,OUT018,1,2,2,1004.0264,4,2,1.0317580575349978,3
FDG29,17.6,0,0.05629192,42.5454,OUT046,2,0,1,419.454,16,1,0.9990697511879821,8
FDS44,12.65,2,0.15604396,239.6538,OUT046,2,0,1,3845.6608,16,1,1.0278323520426493,8
FDZ10,17.85,0,0.044463491,127.102,OUT046,2,0,1,2024.032,16,1,0.9587647847614618,8
FDC52,11.15,2,0.00827301,150.4708,OUT013,0,2,1,1956.1204,26,1,1.0267170745709928,1
DRL35,15.7,0,0.030697825,42.877,OUT035,2,1,1,1168.479,9,0,1.2848516341622291,6
NCP55,14.65,1,0.0098007933,56.4614,OUT010,2,2,0,55.2614,15,2,1.0,0
FDV38,19.25,0,0.101281,55.0956,OUT027,1,2,3,2020.0372,28,1,0.8704928767178811,5
FDL44,18.25,0,0.012300013,160.4894,OUT045,2,1,1,3073.9986,11,1,0.9241603819792088,7
FDZ47,20.7,2,0.0687943465,98.7042,OUT017,2,1,1,1884.8798,6,1,1.0,2
FDT45,15.85,0,0.057313443,53.3956,OUT046,2,0,1,1364.89,16,1,1.036618418282967,8
FDN23,6.575,2,0.075625152,145.7444,OUT049,1,0,1,3193.1768,14,1,1.0006230313029516,9
NCP43,17.75,1,0.030568919,177.866,OUT045,2,1,1,2336.958,11,2,0.9241603466336892,7
DRJ24,11.8,0,0.198424841,185.2924,OUT019,2,0,0,370.1848,28,0,1.5315371976571603,4
FDA02,14.0,2,0.029578726,143.5786,OUT027,1,2,3,3756.4436,28,1,0.8704928874445331,5
FDH33,12.85,0,0.213125482,44.9428,OUT019,2,0,0,175.7712,28,1,1.7981908262666497,4
FDF56,16.7,2,0.120137953,181.2976,OUT017,2,1,1,3078.6592,6,1,0.8796766188629697,2
NCN26,10.85,1,0.028679894,115.1808,OUT046,2,0,1,2109.2544,16,2,1.1708202430342776,8
FDD22,10.0,0,0.099804623,113.7544,OUT049,1,0,1,3243.7776,14,1,0.9310779372690575,9
FDU15,13.65,2,0.044526443,37.9532,OUT010,2,2,0,71.9064,15,1,1.7760171418132027,0
FDB41,19.0,2,0.162882227,46.8718,OUT010,2,2,0,189.0872,15,1,1.4641166688499425,0
FDZ35,9.6,2,0.022404493,102.499,OUT017,2,1,1,2579.975,6,1,1.0335903261978165,2
FDT60,12.0,0,0.075975642,124.1388,OUT017,2,1,1,1486.0656,6,1,0.8796766137175948,2
FDE51,5.925,2,0.09644909,43.8086,OUT035,2,1,1,312.2602,9,1,0.8628943835451549,6
NCQ06,13.0,1,0.041816615,254.5014,OUT035,2,1,1,4845.0266,9,2,0.9221155181489514,6
FDS28,8.18,2,0.082867689,58.5588,OUT017,2,1,1,171.7764,6,1,0.9275067641961452,2
FDH32,12.8,0,0.076214289,96.541,OUT045,2,1,1,1834.279,11,1,0.8765027651582743,7
FDW37,19.2,0,0.124301968,89.7488,OUT045,2,1,1,2082.6224,11,1,1.1438217277894642,7
FDY33,14.5,2,0.097201128,159.4262,OUT046,2,0,1,2705.1454,16,1,1.0275721664085464,8
FDF17,5.19,0,0.042861968,196.811,OUT017,2,1,1,3731.809,6,1,0.9275067588284357,2
FDG56,13.3,2,0.0713931,61.0536,OUT013,0,2,1,1592.5936,26,1,0.9288589822194582,1
NCB18,19.6,1,0.041256807,88.8514,OUT013,0,2,1,2125.2336,26,2,0.8740008511088363,1
FDU14,17.75,0,0.034746076,248.275,OUT035,2,1,1,998.7,9,1,1.037008357510212,6
FDU22,12.35,0,0.093441604,119.1124,OUT049,1,0,1,3673.8844,14,1,1.0290942034805584,9
NCV41,14.35,1,0.017024598,109.8228,OUT013,0,2,1,2099.9332,26,2,0.8740008785392192,1
FDY52,6.365,0,0.007363189,63.2536,OUT045,2,1,1,1225.072,11,1,1.062973922005298,7
DRG48,5.78,0,0.014484582,143.9102,OUT027,1,2,3,3062.0142,28,0,0.870492872804454,5
FDU01,20.25,2,0.011937183,184.7924,OUT027,1,2,3,4442.2176,28,1,1.3263105533865793,5
NCP53,14.75,1,0.032862976,238.6906,OUT013,0,2,1,4278.4308,26,2,0.9982383455719038,1
FDC17,12.15,0,0.015484763,211.9928,OUT049,1,0,1,631.1784,14,1,0.9237238034889358,9
NCZ30,6.59,1,0.026163192,121.5098,OUT013,0,2,1,602.549,26,2,0.9583002881857363,1
FDK03,12.6,2,0.073920438,255.6356,OUT046,2,0,1,2797.6916,16,1,0.9296326018231862,8
FDE08,18.2,0,0.086352403,149.8734,OUT019,2,0,0,445.4202,28,1,1.5113318086578633,4
NCM07,9.395,1,0.03976832,83.9908,OUT027,1,2,3,2348.9424,28,2,0.9178236841840459,5
FDY35,17.6,2,0.015950066,47.7402,OUT027,1,2,3,1975.4286,28,1,0.8704928597204488,5
FDS28,8.18,2,0.082002559,59.2588,OUT027,1,2,3,1374.2112,28,1,0.9178236906533437,5
FDI56,7.325,0,0.093307668,92.7146,OUT013,0,2,1,2006.7212,26,1,0.8740008623628251,1
FDR23,15.85,0,0.143199389,175.837,OUT019,2,0,0,352.874,28,1,1.679257561790337,4
FDF29,15.1,2,0.019965179,130.531,OUT049,1,0,1,908.817,14,1,0.9310779128919534,9
FDA47,10.5,2,0.116108797,164.121,OUT027,1,2,3,6035.477,28,1,1.0228550254169466,5
FDI10,8.51,2,0.078339081,172.9422,OUT013,0,2,1,1379.5376,26,1,0.9982383511375938,1
FDC45,17.0,0,0.237651344,170.2106,OUT019,2,0,0,171.1106,28,1,1.8003477829528238,4
FDA27,20.35,2,0.031102571,257.2672,OUT017,2,1,1,2045.3376,6,1,1.0338877127136308,2
NCR41,17.85,1,0.018097419,96.9094,OUT018,1,2,2,1332.9316,4,2,1.1461567445950132,3
FDR09,18.25,0,0.078041216,258.4962,OUT018,1,2,2,2848.9582,4,1,0.8782920678050403,3
NCB06,17.6,1,0.08226356,160.492,OUT013,0,2,1,1278.336,26,2,0.9288589916144275,1
FDE53,10.895,0,0.026880159,106.428,OUT046,2,0,1,1491.392,16,1,0.8747287819875977,8
DRE27,11.85,0,0.222063351,99.6726,OUT010,2,2,0,195.7452,15,0,1.556014392879345,0
NCA06,20.5,1,0.142589751,35.919,OUT027,1,2,3,585.904,28,2,1.1367746606107791,5
FDL56,14.1,0,0.126292985,88.6198,OUT018,1,2,2,1133.8574,4,1,0.9260469369403397,3
FDT09,15.15,2,0.012260981,131.7284,OUT035,2,1,1,1186.4556,9,1,0.9583206619374381,6
DRH03,17.25,0,0.05869048,91.612,OUT010,2,2,0,93.212,15,0,1.6037192867144503,0
NCQ53,17.6,1,0.018982338,237.059,OUT018,1,2,2,2836.308,4,2,1.0031395311683746,3
NCT18,14.6,1,0.059405152,179.6976,OUT046,2,0,1,3621.952,16,2,0.8747287900423492,8
FDL43,10.1,0,0.027059264,76.467,OUT035,2,1,1,1761.041,9,1,0.9221155355181122,6
FDJ53,10.5,0,0.071244438,119.2098,OUT035,2,1,1,1325.6078,9,1,0.8745633892430014,6
NCQ02,12.6,1,0.007455054,186.9556,OUT035,2,1,1,3942.8676,9,2,1.035943961141243,6
NCJ05,18.7,1,0.046088273,153.6682,OUT046,2,0,1,3506.7686,16,2,0.9990697480784779,8
FDT40,5.985,0,0.096185556,127.1678,OUT018,1,2,2,3560.6984,4,1,1.0317580592664248,3
FDA48,12.1,0,0.11487406,221.4114,OUT046,2,0,1,5099.3622,16,1,0.9990697453937325,8
FDV37,13.0,2,0.083643716,196.0426,OUT049,1,0,1,2570.6538,14,1,0.9310779327439472,9
FDX07,19.2,2,0.022965292,181.695,OUT045,2,1,1,2563.33,11,1,1.2877008467080682,7
DRG48,5.78,0,0.014584584,146.3102,OUT045,2,1,1,2187.153,11,0,0.8765027823942642,7
FDF44,7.17,2,0.059716729,130.9968,OUT035,2,1,1,2348.9424,9,1,0.9294568190498103,6
FDS24,20.85,2,0.062224479,88.1514,OUT046,2,0,1,1682.4766,16,1,0.922289914382815,8
NCQ50,18.75,1,0.034360687,215.7218,OUT049,1,0,1,4274.436,14,2,1.1433863834513738,9
FDT25,7.5,0,0.050708743,123.4072,OUT013,0,2,1,3185.1872,26,1,0.8740008639293012,1
FDO03,10.395,2,0.036957777,230.5352,OUT045,2,1,1,4580.704,11,1,1.0295805187637292,7
FDJ55,12.8,2,0.023530953,223.5404,OUT046,2,0,1,1800.3232,16,1,0.9296325908673129,8
FDM36,11.65,2,0.058681957,170.4422,OUT013,0,2,1,517.3266,26,1,0.9215224150234594,1
FDM21,20.2,0,0.064728148,258.0646,OUT017,2,1,1,5668.6212,6,1,0.9275067704542107,2
FDK58,11.35,2,0.03877750711111111,103.0016,OUT035,2,1,1,2125.2336,9,1,1.0,6
FDD26,8.71,2,0.120773451,186.5924,OUT010,2,2,0,555.2772,15,1,1.4448007458405734,0
FDW57,8.31,2,0.115911972,177.3028,OUT045,2,1,1,1948.1308,11,1,1.1439575606367318,7
FDT32,19.0,2,0.10985775,188.8214,OUT010,2,2,0,188.4214,15,1,1.464116672097799,0
FDT25,7.5,0,0.050853901,121.7072,OUT045,2,1,1,367.5216,11,1,0.876502764191476,7
NCB19,6.525,1,0.090295708,84.6882,OUT046,2,0,1,601.2174,16,2,0.9222899183649849,8
FDD05,19.35,0,0.029084548,122.0098,OUT019,2,0,0,361.5294,28,1,1.5315371839758711,4
NCE54,20.7,1,0.026769592,77.0354,OUT027,1,2,3,2332.2974,28,2,1.0230940167154614,5
FDO39,6.985,2,0.137580452,182.8608,OUT049,1,0,1,4042.7376,14,1,1.0298571004069288,9
NCV06,11.3,1,0.066816565,192.2478,OUT045,2,1,1,1356.2346,11,2,1.1442901763685172,7
DRB13,6.115,2,0.01179078,189.053,OUT010,2,2,0,948.765,15,0,1.7342855458112658,0
FDX51,9.5,2,0.036921781,194.2452,OUT010,2,2,0,782.9808,15,1,1.5560143701400282,0
FDC38,15.7,0,0.122742389,134.2942,OUT045,2,1,1,1192.4478,11,1,1.001095892796331,7
FDD04,16.0,0,0.089971292,143.2154,OUT046,2,0,1,1701.7848,16,1,1.0275721674535363,8
FDC05,13.1,2,0.099186992,198.7768,OUT018,1,2,2,3153.2288,4,1,0.9260469330660758,3
DRJ59,11.65,0,0.018696562555555556,39.0164,OUT027,1,2,3,1042.6428,28,0,1.0,5
FDL22,16.85,0,0.036596012,90.6488,OUT017,2,1,1,633.8416,6,1,0.9275067658488023,2
DRH13,8.575,0,0.041821227,107.628,OUT019,2,0,0,213.056,28,0,1.614810598137462,4
FDV22,14.85,2,0.016635488,157.563,OUT010,2,2,0,312.926,15,1,1.5560144239339855,0
FDP07,18.2,0,0.090084098,197.211,OUT045,2,1,1,3142.576,11,1,1.1262328816711764,7
FDK27,11.0,0,0.008960445,119.1756,OUT049,1,0,1,1696.4584,14,1,0.923723801606352,9
FDP31,21.1,2,0.162418495,64.9168,OUT017,2,1,1,639.168,6,1,1.0047208926831754,2
NCI54,15.2,1,0.056237906,110.7912,OUT010,2,2,0,109.1912,15,2,1.6053341668593482,0
DRK35,8.365,0,0.071498575,37.7506,OUT027,1,2,3,796.9626,28,0,0.870492878508013,5
NCO07,9.06,1,0.009791467,213.256,OUT049,1,0,1,4687.232,14,2,0.9237238150666897,9
FDN31,11.5,0,0.072820885,191.253,OUT013,0,2,1,3036.048,26,1,0.928858985435979,1
NCO02,11.15,1,0.073354286,66.8142,OUT035,2,1,1,2372.9112,9,2,1.0275824543077405,6
FDQ26,13.5,2,0.068010049,57.2562,OUT045,2,1,1,770.3306,11,1,1.0390063521369295,7
FDQ07,15.1,2,0.087406863,221.8456,OUT046,2,0,1,663.1368,16,1,0.9222899178770941,8
FDB49,8.3,2,0.030198228,98.2384,OUT049,1,0,1,2167.8448,14,1,0.9557528173671757,9
FDY44,14.15,2,0.024442501,196.411,OUT049,1,0,1,2749.754,14,1,1.0006230328859345,9
NCI54,15.2,1,0.033436336,107.3912,OUT027,1,2,3,3057.3536,28,2,0.9544539690967375,5
FDV44,8.365,2,0.039844429,190.1188,OUT046,2,0,1,1904.188,16,1,0.9990697385306508,8
FDI48,11.85,2,0.055805027,53.0666,OUT049,1,0,1,512.666,14,1,1.0291697754991946,9
NCL05,19.6,1,0.047888606,42.277,OUT035,2,1,1,605.878,9,2,1.1603614733107814,6
FDT32,19.0,2,0.065735977,189.6214,OUT049,1,0,1,2826.321,14,1,0.8760887591666263,9
FDM10,18.25,0,0.076089711,212.9218,OUT049,1,0,1,3846.9924,14,1,1.0004900791432303,9
FDS21,19.85,2,0.020908608,63.5194,OUT049,1,0,1,557.2746,14,1,0.8760887557357622,9
FDD11,12.85,0,0.030678825,251.704,OUT045,2,1,1,3542.056,11,1,1.1629798788308996,7
FDL04,19.0,0,0.111381428,106.7622,OUT027,1,2,3,2964.1416,28,1,0.9178236866327698,5
FDO58,19.6,0,0.039738393,163.7526,OUT018,1,2,2,2960.1468,4,1,0.9260469318414841,3
FDQ08,15.7,2,0.01903743,60.5536,OUT017,2,1,1,490.0288,6,1,0.8796766160556371,2
FDT28,13.3,0,0.06356617,151.3708,OUT046,2,0,1,3611.2992,16,1,0.9222899172798626,8
FDT22,10.395,0,0.112553853,59.022,OUT018,1,2,2,1378.206,4,1,0.9260469359627695,3
FDB58,10.5,2,0.013493914,143.7154,OUT035,2,1,1,3119.9388,9,1,0.8745633766040374,6
FDN45,19.35,0,0.118102769,224.8088,OUT046,2,0,1,2013.3792,16,1,0.929632603115721,8
FDZ45,14.1,0,0.06682033,198.9084,OUT013,0,2,1,4761.8016,26,1,0.9573363061750175,1
FDJ38,8.6,2,0.040205535,188.753,OUT046,2,0,1,7590.12,16,1,1.027026500720216,8
NCT06,17.1,1,0.038816115,166.4842,OUT045,2,1,1,1326.2736,11,2,1.0301574892415424,7
FDU21,11.8,2,0.076348933,32.8558,OUT027,1,2,3,713.0718,28,1,0.8704928821584227,5
NCP30,20.5,1,0.032819637,38.9822,OUT049,1,0,1,982.055,14,2,1.00062301819686,9
FDR27,15.1,2,0.096249842,134.4942,OUT049,1,0,1,2119.9072,14,1,0.8760887597280816,9
FDW39,6.69,2,0.0286079038,176.937,OUT017,2,1,1,4234.488,6,1,1.0,2
DRZ24,7.535,0,0.068953878,121.044,OUT027,1,2,3,2396.88,28,0,1.0,5
FDK21,7.905,0,0.010003987,250.7408,OUT013,0,2,1,5757.8384,26,1,0.9288590110356055,1
FDJ04,18.0,0,0.124452048,118.5124,OUT046,2,0,1,1303.6364,16,1,0.9990697475087742,8
FDZ13,7.84,2,0.154363209,50.835,OUT017,2,1,1,599.22,6,1,1.0424819546406143,2
FDS16,15.15,2,0.066551268,144.676,OUT017,2,1,1,3954.852,6,1,1.1473070232630083,2
FDD56,15.2,2,0.173703549,175.8054,OUT010,2,2,0,1050.6324,15,1,1.4641166674142754,0
FDI57,19.85,0,0.054025644,197.2768,OUT046,2,0,1,6503.5344,16,1,0.9990697412384043,8
FDQ12,12.65,0,0.03523927,231.601,OUT027,1,2,3,5972.226,28,1,0.8704928874082682,5
FDI56,7.325,0,0.093385381,91.3146,OUT046,2,0,1,1641.8628,16,1,0.8747287899862741,8
NCT42,5.88,1,0.024937792,148.4392,OUT045,2,1,1,2087.9488,11,2,0.9241603425020934,7
FDM25,10.695,2,0.060654268,174.7712,OUT035,2,1,1,3339.6528,9,1,0.9585400075675239,6
DRB25,12.3,0,0.06912336,106.0938,OUT027,1,2,3,2787.0388,28,0,0.870492874495738,5
NCY30,20.25,1,0.025953257,179.5976,OUT046,2,0,1,2535.3664,16,2,0.9222899018075827,8
FDD44,8.05,2,0.07884393,257.0646,OUT017,2,1,1,8760.5964,6,1,1.1479635517972722,2
FDK45,11.65,0,0.033851785,112.186,OUT035,2,1,1,1018.674,9,1,0.9221155282005107,6
FDN45,19.35,0,0.118342285,222.6088,OUT045,2,1,1,1789.6704,11,1,0.9315179262495747,7
FDQ09,7.235,0,0.058121214,115.8834,OUT035,2,1,1,1382.2008,9,1,1.0276379868242658,6
FDC17,12.15,0,0.015457803,209.9928,OUT035,2,1,1,5259.82,9,1,0.922115539045879,6
FDD45,8.615,0,0.116152226,94.1436,OUT013,0,2,1,1512.6976,26,1,1.0601358489817407,1
FDD41,6.765,2,0.087260103,105.0306,OUT046,2,0,1,2090.612,16,1,0.9990697433423515,8
FDU46,10.3,2,0.0111263,87.254,OUT046,2,0,1,1211.756,16,1,0.9296325719230125,8
FDO45,13.15,2,0.038167453,89.4856,OUT017,2,1,1,1230.3984,6,1,0.934890985302216,2
FDG41,8.84,2,0.076547632,109.5228,OUT035,2,1,1,1657.842,9,1,0.9988808339079577,6
DRC13,8.26,2,0.028408358124999998,122.573,OUT045,2,1,1,739.038,11,0,1.0,7
FDX50,20.1,0,0.074931201,108.9228,OUT018,1,2,2,1105.228,4,1,0.8782920698355414,3
FDK56,9.695,0,0.1138588751,185.1898,OUT035,2,1,1,2619.2572,9,1,1.0,6
NCL18,18.85,1,0.16758389,194.6136,OUT046,2,0,1,2721.7904,16,2,0.9222899155938116,8
